cluster_id	step_id	algorithm	machine_type	instance_count	args	gross_runtime	net_runtime
j-103E5JB3N6LBK	s-2M44TM5E1VEBP	PageRank	m4.xlarge	12	['s3://c3othesis/data/graph_uniform_5mx10m', '0.001']	298.0	273.1889998912811
j-1042W8U18ZLX6	s-19BMWYPE7OO9I	Sort	m4.2xlarge	12	['s3://c3othesis/data/lines_100mx100', 'out']	38.0	
j-109A3IB5GS3DW	s-1I964HJT05IPF	Grep	m4.2xlarge	10	['s3://c3othesis/data/text_112500k_150mx100', 'Computer', 'out']	156.0	132.7720000743866
j-10QI7IGA862R5	s-UBGFKFLO5E2P	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_100mx100', 'out8507473']	158.0	137.12199997901917
j-10QI7IGA862R5	s-17MSYISCZ4X57	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_100mx100', 'out8591541']	162.0	141.32399988174438
j-10QI7IGA862R5	s-1CELUVPBJEBCZ	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_100mx100', 'out5751519']	156.0	140.2369999885559
j-10QI7IGA862R5	s-2W0TNL4R5R6ZT	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_100mx100', 'out3849509']	158.0	142.02600002288818
j-10QI7IGA862R5	s-WTD0B7DOSZO6	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_100mx100', 'out1580249']	160.0	142.62700009346008
j-10QI7IGA862R5	s-2XZY41Y6WSIJA	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_120mx100', 'out8426628']	182.0	164.742999792099
j-10QI7IGA862R5	s-28J1L6BER5WLW	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_120mx100', 'out2412632']	186.0	168.04199981689453
j-10QI7IGA862R5	s-1UGSOYLP6C1LZ	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_120mx100', 'out8322355']	186.0	169.2189998626709
j-10QI7IGA862R5	s-IDZV6QRNJX5S	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_120mx100', 'out9450365']	182.0	165.21799993515015
j-10QI7IGA862R5	s-1FPNV65MJATIP	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_120mx100', 'out3345183']	188.0	170.4869999885559
j-10QI7IGA862R5	s-15PU9QH90LICG	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_140mx100', 'out6288809']	218.0	194.38199996948242
j-10QI7IGA862R5	s-2F6S3FFG2N2MT	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_140mx100', 'out2237316']	212.0	194.88299989700317
j-10QI7IGA862R5	s-3TXL8R6L4X082	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_140mx100', 'out6312704']	212.0	193.0970001220703
j-10QI7IGA862R5	s-33JUBB1P439RY	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_140mx100', 'out6956393']	212.0	194.36699986457825
j-10QI7IGA862R5	s-6OLZQEBQXMJW	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_140mx100', 'out9079212']	212.0	194.73600006103516
j-10QI7IGA862R5	s-1CY29I1PBVB3	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_160mx100', 'out3475428']	236.0	218.21900010108948
j-10QI7IGA862R5	s-3SLV83TCPEM4W	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_160mx100', 'out7025926']	234.0	216.8289999961853
j-10QI7IGA862R5	s-3IG880TPUFM4Z	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_160mx100', 'out3486875']	264.0	247.79299998283386
j-10QI7IGA862R5	s-25KFDZLF6NDQ9	Sort	c4.2xlarge	6	['s3://c3othesis/data/lines_160mx100', 'out2639547']	2606.0	
j-116C2MKCTBDNL	s-3EPPMOUZY17O8	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '3', '5']	144.0	121.69400000572205
j-116C2MKCTBDNL	s-238AIFGBCNUQ2	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '3', '5']	140.0	120.14199995994568
j-116C2MKCTBDNL	s-13U8F5I5AAWNT	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '3', '5']	142.0	122.83200001716614
j-116C2MKCTBDNL	s-T4UHFXU29QT9	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '3', '5']	136.0	117.59800004959106
j-116C2MKCTBDNL	s-1VCWP3VDDB5C0	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '3', '5']	138.0	119.17400002479553
j-116C2MKCTBDNL	s-3K8UDAA4B1CMG	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '3', '10']	188.0	168.1340000629425
j-116C2MKCTBDNL	s-21O8DJF1UU1ZX	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '3', '10']	186.0	167.32299995422363
j-116C2MKCTBDNL	s-3015BTMWJ5ATQ	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '3', '10']	188.0	170.60700011253357
j-116C2MKCTBDNL	s-DGKSESFV9XJ2	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '3', '10']	190.0	171.23600006103516
j-116C2MKCTBDNL	s-29A3UD35YMBLM	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '3', '10']	186.0	168.5440001487732
j-116C2MKCTBDNL	s-N3FMX26O8CC7	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '3', '15']	202.0	183.7869999408722
j-116C2MKCTBDNL	s-3JIGDHHKBZ357	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '3', '15']	206.0	188.25
j-116C2MKCTBDNL	s-VDH2HGRTU4C	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '3', '15']	206.0	188.70699977874756
j-116C2MKCTBDNL	s-WTCGQ7WTLPN	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '3', '15']	206.0	187.27999997138977
j-116C2MKCTBDNL	s-37OC0858SB3GT	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '3', '15']	204.0	184.63199996948242
j-116C2MKCTBDNL	s-GK3DWUALIO2S	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '3', '5']	154.0	135.68200016021729
j-116C2MKCTBDNL	s-23KKWA49PC8RA	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '3', '5']	154.0	134.9340000152588
j-116C2MKCTBDNL	s-3IHVCC4IIP777	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '3', '5']	154.0	135.89299988746643
j-116C2MKCTBDNL	s-255VCKZH00X1H	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '3', '5']	152.0	134.02900004386902
j-116C2MKCTBDNL	s-2QID90SGCRQUB	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '3', '5']	154.0	135.16499996185303
j-116C2MKCTBDNL	s-1WIJYR1OJ9G24	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '3', '5']	184.0	166.5420000553131
j-116C2MKCTBDNL	s-1T564AA1F4ULE	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '3', '5']	194.0	175.80400013923645
j-116C2MKCTBDNL	s-3LIQI8EYSV36I	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '3', '5']	184.0	165.32599997520447
j-116C2MKCTBDNL	s-2L0XJKG1DPVT5	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '3', '5']	190.0	171.36600017547607
j-116C2MKCTBDNL	s-1KPWEFWAJUQHR	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '3', '5']	184.0	166.4980001449585
j-116C2MKCTBDNL	s-MBSJIG6YJ9IQ	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '3', '5']	192.0	174.25400018692017
j-116C2MKCTBDNL	s-3EDXRP9WTCEO6	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '3', '5']	192.0	172.8289999961853
j-116C2MKCTBDNL	s-137RATNQXCU61	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '3', '5']	192.0	172.14199995994568
j-116C2MKCTBDNL	s-1M7BIXTD1X3ED	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '3', '5']	192.0	172.38399982452393
j-116C2MKCTBDNL	s-3S52COQYUYIRZ	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '3', '5']	192.0	173.0699999332428
j-116C2MKCTBDNL	s-2HAEAG91SCJEX	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '3', '5']	232.0	212.1819999217987
j-116C2MKCTBDNL	s-DJ04ESSE9DFU	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '3', '5']	234.0	215.82800006866455
j-116C2MKCTBDNL	s-ZNHUUBJWTNGV	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '3', '5']	236.0	217.62000012397766
j-116C2MKCTBDNL	s-1XZBCRSJ21HT6	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '3', '5']	234.0	215.60300016403198
j-116C2MKCTBDNL	s-2UNBNKHEHC29E	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '3', '5']	232.0	213.92499995231628
j-116C2MKCTBDNL	s-28JDYDY7PA67O	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '5', '5']	176.0	156.02999997138977
j-116C2MKCTBDNL	s-LC021NTD3RU9	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '5', '5']	168.0	149.50600004196167
j-116C2MKCTBDNL	s-36MCI10XX675O	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '5', '5']	168.0	149.20499992370605
j-116C2MKCTBDNL	s-3KAGWQOW86T0L	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '5', '5']	174.0	154.93899989128113
j-116C2MKCTBDNL	s-1WG8I9PU49QRH	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '5', '5']	168.0	149.36800003051758
j-116C2MKCTBDNL	s-38DFVVVUF35DW	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '5', '10']	192.0	173.78799986839294
j-116C2MKCTBDNL	s-ZMF2TDX5JYJK	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '5', '10']	192.0	174.48600006103516
j-116C2MKCTBDNL	s-BV28UU5V3I50	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '5', '10']	190.0	171.50499987602234
j-116C2MKCTBDNL	s-J2220W49IK57	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '5', '10']	190.0	172.58200001716614
j-116C2MKCTBDNL	s-1DQ888PRPXEBW	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '5', '10']	190.0	172.05100011825562
j-116C2MKCTBDNL	s-3LO9MOUSCP1JQ	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '5', '15']	242.0	223.7170000076294
j-116C2MKCTBDNL	s-3RSDVZ4PO1B9P	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '5', '15']	246.0	226.92799997329712
j-116C2MKCTBDNL	s-15JWM4F0XM2FZ	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '5', '15']	246.0	226.78300023078918
j-116C2MKCTBDNL	s-21V2MN4ZD5CTL	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '5', '15']	246.0	226.59500002861023
j-116C2MKCTBDNL	s-2I3GE5M1U9KWN	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '5', '15']	242.0	224.2630000114441
j-116C2MKCTBDNL	s-4T995TDY6NCS	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '5', '5']	180.0	161.6050000190735
j-116C2MKCTBDNL	s-138OIVXRQ8D75	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '5', '5']	182.0	162.77999997138977
j-116C2MKCTBDNL	s-2QJ9MDTDCXB3Z	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '5', '5']	176.0	158.2960000038147
j-116C2MKCTBDNL	s-1VBZ1DFF6E30D	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '5', '5']	178.0	160.8710000514984
j-116C2MKCTBDNL	s-32PC6M5R70S69	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '5', '5']	178.0	159.83200001716614
j-116C2MKCTBDNL	s-2FYM2PK3F9YU0	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '5', '5']	218.0	198.87800002098083
j-116C2MKCTBDNL	s-24UFMJYN80EPU	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '5', '5']	212.0	194.19000005722046
j-116C2MKCTBDNL	s-2KES5LONUQ0JK	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '5', '5']	218.0	200.2149999141693
j-116C2MKCTBDNL	s-3MWYWM54VXGON	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '5', '5']	224.0	205.30700016021729
j-116C2MKCTBDNL	s-1I9D6MTVK3ZJC	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '5', '5']	222.0	202.5279998779297
j-116C2MKCTBDNL	s-176B37ZUMN0WL	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '5', '5']	238.0	217.65399980545044
j-116C2MKCTBDNL	s-362U8PH64BB0I	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '5', '5']	230.0	212.35800004005432
j-116C2MKCTBDNL	s-2H07NWLZ32516	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '5', '5']	240.0	220.43500018119812
j-116C2MKCTBDNL	s-1O1LMOUKOU79L	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '5', '5']	234.0	216.39200019836426
j-116C2MKCTBDNL	s-36P8OVVLD2IFD	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '5', '5']	234.0	215.69899988174438
j-116C2MKCTBDNL	s-305W29OD1QS0C	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '5', '5']		249.81399989128113
j-116C2MKCTBDNL	s-3HI3ODLO370OX	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '5', '5']	262.0	244.83200001716614
j-116C2MKCTBDNL	s-13GRSZFVGAFLU	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '5', '5']	268.0	247.8789999485016
j-116C2MKCTBDNL	s-2SIV6JGZVLQ0	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '5', '5']	266.0	245.94000005722046
j-116C2MKCTBDNL	s-12YLQNNZQ59S	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '5', '5']	268.0	247.7630000114441
j-116C2MKCTBDNL	s-2LIQ3INZ2AHXA	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '7', '5']	178.0	159.39900016784668
j-116C2MKCTBDNL	s-1X3K1XVJUHFVQ	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '7', '5']	178.0	158.62199997901917
j-116C2MKCTBDNL	s-1RC0GH3V3U83J	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '7', '5']	184.0	165.3069999217987
j-116C2MKCTBDNL	s-1NV1PBSLALBHF	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '7', '5']	184.0	165.3619999885559
j-116C2MKCTBDNL	s-6FV3EO9IJ08E	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '7', '5']	170.0	151.59500002861023
j-116C2MKCTBDNL	s-OBKR5129U2O1	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '7', '10']	198.0	177.9800000190735
j-116C2MKCTBDNL	s-3ROEP955FMWNZ	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '7', '10']	198.0	178.5
j-116C2MKCTBDNL	s-2NU510N2UV8WS	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '7', '10']	198.0	179.52600002288818
j-116C2MKCTBDNL	s-8KYEVL5WI03O	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '7', '10']	198.0	178.80200004577637
j-116C2MKCTBDNL	s-5HPZGHEMWW0V	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '7', '10']	198.0	179.39200019836426
j-116C2MKCTBDNL	s-RPDNTNXIVD1X	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '7', '15']	248.0	228.87599992752075
j-116C2MKCTBDNL	s-MRJIA6FN1SIW	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '7', '15']	250.0	231.02699995040894
j-116C2MKCTBDNL	s-287NNQXSCBWIW	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '7', '15']	254.0	236.43499994277954
j-116C2MKCTBDNL	s-1AP8QQ2F5QKLB	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '7', '15']	252.0	232.8289999961853
j-116C2MKCTBDNL	s-29ESAONE689IE	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '7', '15']	252.0	233.5659999847412
j-116C2MKCTBDNL	s-1ZR09PGYZ6ZNM	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '7', '5']	186.0	166.87399983406067
j-116C2MKCTBDNL	s-1ROAD7UDIYR33	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '7', '5']	188.0	169.06100010871887
j-116C2MKCTBDNL	s-2H3HNW7B16HEH	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '7', '5']	182.0	164.2739999294281
j-116C2MKCTBDNL	s-27LJFGX77BD0V	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '7', '5']	188.0	167.75999999046326
j-116C2MKCTBDNL	s-3W2P7VUDXA6VI	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '7', '5']	186.0	167.09999990463257
j-116C2MKCTBDNL	s-1LMGOC0RGJTIA	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '7', '5']	238.0	218.85199999809265
j-116C2MKCTBDNL	s-1IEKVH469XO01	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '7', '5']	228.0	208.0329999923706
j-116C2MKCTBDNL	s-AOEUYM2JU36B	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '7', '5']	238.0	217.94200015068054
j-116C2MKCTBDNL	s-12XT02YFKGBPB	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '7', '5']	224.0	203.4579999446869
j-116C2MKCTBDNL	s-G5UXDFLQDUGU	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '7', '5']	226.0	207.2829999923706
j-116C2MKCTBDNL	s-A4N1OY7P2WA2	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '7', '5']	242.0	222.55800008773804
j-116C2MKCTBDNL	s-2CVCNOSCP9WEE	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '7', '5']	244.0	225.4150002002716
j-116C2MKCTBDNL	s-3UFQMLI65F5AM	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '7', '5']	242.0	222.385999917984
j-116C2MKCTBDNL	s-16SGKGRMTY2LO	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '7', '5']	244.0	224.08100008964539
j-116C2MKCTBDNL	s-2YPVW6N7HBE0F	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '7', '5']	244.0	224.39400005340576
j-116C2MKCTBDNL	s-U28VUUXS619H	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '7', '5']	276.0	258.5149998664856
j-116C2MKCTBDNL	s-1CNFXO2ZV0S40	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '7', '5']	276.0	258.48799991607666
j-116C2MKCTBDNL	s-1L8I5U40FPXDK	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '7', '5']	278.0	258.8489999771118
j-116C2MKCTBDNL	s-2B9W0AD9V0Z37	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '7', '5']	280.0	261.2669999599457
j-116C2MKCTBDNL	s-3INR5F8GH0RVH	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '7', '5']	278.0	258.61299991607666
j-116C2MKCTBDNL	s-2K6UJ6RBOH7NO	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '9', '5']	188.0	168.39800000190735
j-116C2MKCTBDNL	s-3HJ8MHU9QT8Y4	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '9', '5']	188.0	168.47300004959106
j-116C2MKCTBDNL	s-18KLVY7J5JI8I	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '9', '5']	184.0	165.03099989891052
j-116C2MKCTBDNL	s-3JD88U1I5IZ7T	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '9', '5']	188.0	168.9649999141693
j-116C2MKCTBDNL	s-34OMNBHCEZ3KZ	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx5', '9', '5']	188.0	170.13000011444092
j-116C2MKCTBDNL	s-30AG6J9KHRRB9	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '9', '10']	202.0	183.2409999370575
j-116C2MKCTBDNL	s-2QBW9Z1YXNV4S	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '9', '10']	204.0	184.10700011253357
j-116C2MKCTBDNL	s-1HYSJ9VHX79KX	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '9', '10']	204.0	185.67399978637695
j-116C2MKCTBDNL	s-3CYVAXFWCZYZT	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '9', '10']	204.0	183.5899999141693
j-116C2MKCTBDNL	s-GTCOQS8QZ3VL	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx10', '9', '10']	206.0	186.8659999370575
j-116C2MKCTBDNL	s-1AU21VAE0U4KB	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '9', '15']	260.0	241.3219997882843
j-116C2MKCTBDNL	s-36LAAYCIKLTCB	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '9', '15']	258.0	237.1489999294281
j-116C2MKCTBDNL	s-3I7G6NXV6TEP1	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '9', '15']	262.0	243.1210000514984
j-116C2MKCTBDNL	s-1KC5826PH9OWC	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '9', '15']	258.0	239.77100014686584
j-116C2MKCTBDNL	s-MEHI2KHFLA96	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_100mx15', '9', '15']	256.0	238.29999995231628
j-116C2MKCTBDNL	s-1JXI10372OLI6	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '9', '5']	196.0	176.78099989891052
j-116C2MKCTBDNL	s-1A2OC5SD4199C	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '9', '5']	190.0	171.95700001716614
j-116C2MKCTBDNL	s-18PVEOPLKMNGD	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '9', '5']	196.0	176.3439998626709
j-116C2MKCTBDNL	s-3D8UJPA5034ZA	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '9', '5']	192.0	171.99699997901917
j-116C2MKCTBDNL	s-28SXZKLSH6GBA	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_125mx5', '9', '5']	190.0	170.80399990081787
j-116C2MKCTBDNL	s-2P25ZI3RFLJZZ	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '9', '5']	232.0	213.50999999046326
j-116C2MKCTBDNL	s-1BURLFR1FV6C4	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '9', '5']	232.0	212.3510000705719
j-116C2MKCTBDNL	s-I1968R20L3B8	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '9', '5']	230.0	209.6910002231598
j-116C2MKCTBDNL	s-NNPLIAZWMFC1	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '9', '5']	234.0	214.6470000743866
j-116C2MKCTBDNL	s-2RL1SO9HIPS3S	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_150mx5', '9', '5']	240.0	221.71399998664856
j-116C2MKCTBDNL	s-3EZN9B6KSMUN8	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '9', '5']	252.0	232.8069999217987
j-116C2MKCTBDNL	s-Q3IRBZ1NHTFK	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '9', '5']	242.0	222.99100017547607
j-116C2MKCTBDNL	s-39VM7NAFAMF0R	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '9', '5']	252.0	233.4060001373291
j-116C2MKCTBDNL	s-1DLHI82TBG0T8	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '9', '5']	250.0	229.99899983406067
j-116C2MKCTBDNL	s-2LSTQYCZFVDO4	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_175mx5', '9', '5']	252.0	232.68500018119812
j-116C2MKCTBDNL	s-3HO7BDI1P0RZR	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '9', '5']	286.0	267.82999992370605
j-116C2MKCTBDNL	s-2868DTFUPF6VB	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '9', '5']	286.0	266.54299998283386
j-116C2MKCTBDNL	s-22SM723FW92K0	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '9', '5']	296.0	277.17700004577637
j-116C2MKCTBDNL	s-XT76BQVTOGCL	KMeans	r4.2xlarge	8	['s3://c3othesis/data/blobs_3_200mx5', '9', '5']	290.0	270.789999961853
